"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","description","verified"
"89","RT @Nature4Climate: ""We need to know how much carbon can be sequestered in soils if we were to manage them effectively across the planet.""…",139,1,0,"en",13463,3652,"https://t.co/myhTpylsKG","Crowther Lab @ETH_en studies global ecosystems, generating knowledge to protect #biodiversity & address #ClimateChange",TRUE
"90","https://t.co/V0HTUkaSPd #ESG #climate #climatechange #environment #globalwarming #climatecrisis #climateaction #sustainability #climatechangeisreal @blairpalese @corporateknight @Alex_Verbeek @arikring @tveitdal @AlexandriaV2005 @SaleemulHuq @protegoterra @GeraldKutney",269,0,1,"und",3489,3471,"https://t.co/QQiWMwzFbP","Non-profit working to make corporations environmentally and socially responsible. #ESG #CSR #SRI #DEI #sustainability #Corpgov Join today! RT≠endorsement",FALSE
"91","""We need to know how much carbon can be sequestered in soils if we were to manage them effectively across the planet.""

@TWCrowther highlights the vital role of soil, and nature, to fight #ClimateChange 🌱

Learn more about soil solutions: https://t.co/SgeyYUM38u https://t.co/rJqa4Ms5ZI",262,1,3,"en",12053,2769,"https://t.co/wNywCNP4sD","N4C is an initiative that aims to increase action on natural climate solutions in support of the 2015 Paris climate agreement. #NatureNow #NaturePositive",FALSE
"92","🔴 Heaven's Above by Tessa Campbell Fraser FRBS
🔵 1st Edition - Sold
⚫ 2nd Edition - Can now be reserved by contacting art@beumee.com

#sculpture #bronze #artwork #art #painting #sculptural #gallery #investmentart #fineart #contemporary #climatechange #bronzesculpture #royal https://t.co/xD6PYzY95w",274,1,0,"en",1193,708,"https://t.co/eBz20f0nbi","Synonymous with quality and diversity.
All artwork is original and exclusive to us.
Based in Royal Tunbridge Wells.
https://t.co/JYvC28M5X1",FALSE
"93","RT @UNCCD: Preserving languages threatened with extinction helps protect #indigenous knowledge crucial for  environmental stewardship.

It…",139,14,0,"en",407,1578,NA,"The voice that listens is the strongest voice. Decolonize, Decarbonize, Democratize",FALSE
"94","I'm willing to go down the road saying, #ClimateChange... https://t.co/8vIePcU9gf",57,0,0,"en",647,1404,"https://t.co/5tvtIHjiB7","#TheResistance - Hershey Bears Hockey, Cal U Hockey, #ALLCAPS, Fighting Sioux Hockey, South Carolina Stingrays, NASCAR, RV Travel, Roadtrips and Cars 🇺🇦☮️",FALSE
"95","""To solve the issues &amp; challenges of #ClimateChange, it’s essentially a question of #economics, #finance, and most of all of #energy emissions"", highlighted H.E. Mr. Andre Correa do lago, Ambassador, @BrazilEmbassyIN. #WSDS2023 #Act4Earth https://t.co/LfDbwxJYzp",242,0,0,"en",23678,796,"https://t.co/deqnXVt8Vs","The Energy and Resources Institute -TERI is an independent not-for-profit research institute focused on energy, environment, and sustainable development.",TRUE
"96","What makes the Earth so great? It’s well-rounded.

Source:confidencemeetsparenting

#TuzaOlukan #climatechange #greenenergy #globalwarming #Jokes",145,0,0,"en",323,298,"https://t.co/2Kz5oc9wNI","Solar Nanogrid  | Nanotechnology | Renewable Energy | Computer Vision",FALSE
"97","RT @studyiq: Rhododendron

#rhododendron #whyinnews #darjeeling #sikkim #himalayas #india #woodyfloweringplants #heathfamily #alpineregions…",140,1,0,"cy",12,91,NA,"proud Indian ❤🇮🇳",FALSE
"98","RT @mindingottawa: In-house @EnvironmentCa research finds most young Canadians are frightened of #ClimateChange, feel ""sad"" and ""helpless""…",139,5,0,"en",237,654,NA,"here for a good time not a long time!",FALSE
"99","RT @PCarterClimate: JANUARY JUST JUMPED TO 1.27°C  (NASA GISS)
From big northern hemisphere heating 
Cold fresh water pouring off Greenland…",140,80,0,"en",3140,5003,NA,"From the beach",FALSE
"100","In our latest #climate newsletter, learn about our February theme - ‘Water Security’💧 &amp; its links to #ClimateChange

Plus:
- Artificial intelligence in a changing world
- The latest @MccipOrgUK ocean reports
- #WomenInScience Day 2023

 #GetClimateReady - Read &amp; subscribe ⤵️",283,1,4,"en",930711,689,"https://t.co/zlzgE2Cg6I","Official UK Met Office account. Here 24/7/365. Stay #WeatherAware follow @metofficeUK for warnings. Get the weather in hand with our app: https://t.co/nYigyFRECC",TRUE
"101","New @wxrisk study investigates the role of #climatechange in #SouthAmerican #drought, finding that, although climate change didn't reduce rainfall, it did increase heat &amp; evaporation that made the drought worse.

Read more
▶️ https://t.co/0uYD8KRnIR https://t.co/HUE3y4Ckmw",253,3,4,"en",15063,2998,"https://t.co/wcQMmkmuVV","@ImperialCollege’s hub for climate & environment, leading on world-class research, training & innovation towards a sustainable, resilient, zero-carbon society.",TRUE
"102","RT @ricoschacherl: Cartoon this week for @dailymaverick 

#ClimateEmergency #ClimateCrisis #climatechange https://t.co/dhd5od8bvP",129,23,0,"en",290,700,NA,"Likes RE & EVs. No ICE. No chill. She/her.",FALSE
"103","RT @Sandeep4Earth: Keep our Earth green and clean.

#globalwarming #climatechange #climatecrisis #climateaction #climate #climatestrike #cl…",140,13,0,"en",15,117,"https://t.co/Y80AEMdvL4","नमस्कार दोस्तों गुड मॉर्निंग गुड आफ्टरनून गुड इवनिंग गुड नाईट. https://t.co/kGeussQ9ZB का जलवा दुनिया में गूंज रहा है. KavShridhar SeeRee's🆕🇮🇳Team1  🤳7349006098",FALSE
"104","RT @GChamberlainAZ: @PeteK_AQ @JunagarhMedia @imperialcollege #PetroleumPapers shows @exxonmobil knew #ClimateChange threatens our future.…",139,2,0,"en",938,3495,NA,"Urban green spaces, community-led development, nature, space, short and tall stories, admirer of puns. @nettlejelly@mastodon.world",FALSE
"105","RT @Wildnfree1984: Before the #NewZealand #climateChange idiots get started this is the #HawkesBay Esk Valley flood of 1938.  Learn from hi…",140,38,0,"en",8,67,NA,"",FALSE
"106","RT @BeatriceSambo: #Multirisk #maps and #statistics to analyze the effect of #climatechange on costal areas. Our new study for the Metropol…",140,3,0,"en",88,197,"https://t.co/JqPb6MmhHe","Marie Slodowska Curie Fellow at @bc3research 
Currently trying to unravel the knot of the Water-Energy-Food and Ecosystem Services 💧⚡🌽🌱",FALSE
"107","RT @WaSa_Hub: No life without #water! #ClimateChange endangers rural livelihoods that depend on water 💦and #biodiversity🌿. Learn more about…",140,1,0,"en",3893,1517,"https://t.co/gLZRc3krm1","The Nexus Resource Platform is the leading global knowledge hub on the Water-Energy-Food Nexus approach & is constantly growing with on-the-ground experiences.",FALSE
"108","RT @Chillilili1: Mit Steuern rauben Sie uns Wohlstand. Mit dem Aus für Verbrenner rauben Sie uns Mobilität. Mit den Regularien für Bauern r…",140,179,0,"de",17,58,NA,"",FALSE
"109","RT @foundersforgood: This week: Matthew Owen, Founder of @coolearth. 🌎 Cool Earth is a people-first climate charity that gets cash in the h…",140,2,0,"en",28,104,NA,"",FALSE
"110","RT @Carbon_Literacy: Complete the survey! 📢

We're undertaking research with @ManMetUni's @MMU_NATSCI on peoples perceptions of #climatecha…",140,10,0,"en",254,1526,"https://t.co/3D7FgAicfc","Local Authorities Coordinator @Carbon_Literacy (views my own) 
Interested in local government, social reproduction, care economies, climate change...
He/Him",FALSE
"111","#ClimateCrisis #climatechange https://t.co/SK080ID08G",29,0,0,"und",29,275,NA,"",FALSE
"112","RT @Tiredearth: Four reasons why the world needs to limit #NitrogenPollution | #TiredEarth #atmosphere #ClimateChange #HumanHealth https://…",140,21,0,"en",18841,8939,"https://t.co/TEOlGgYdm7","#TiredEarth environmental journalist 
There are always flowers for those who want to see them",FALSE
"113","This week: Matthew Owen, Founder of @coolearth. 🌎 Cool Earth is a people-first climate charity that gets cash in the hands of people living in rainforests to ease social and climate pressures that lead to deforestation. Hit the links below to listen ⬇️ #climatechange #podcast https://t.co/gaLOf8eBwo",276,2,7,"en",90,48,"https://t.co/QzBpGq2S3Z","The Founders For Good Podcast - the most inspirational impact entrepreneurs solving the world's biggest problems.",FALSE
"114","RT @catchsens: National MP Maureen Pugh’s about-turn on climate change after Christopher Luxon intervenes https://t.co/I80agpvdDM #ClimateC…",140,1,0,"en",66,487,NA,"Soy madre soltera de uno Y vivimos felices ❤️",FALSE
"115","RT @DannyGona: Currently, almost everyone has seen what #ClimateChange means, the only thing that is left is for the community, the governm…",140,8,0,"en",7471,5392,"https://t.co/JsP5TlNI3K","Protagonist|| Full-time Trader||Analyst ||Student Leader|| Award-Winning Most Influential Student TU-kenya|| Ambassador|| The Flying Thunderbolt",FALSE
"116","Reducing carbon footprint is important because it mitigates the effects of climate change, which has a positive cascade effect on public health and plant and animal diversity. 

#carbonfootprint #climatechange #sustainability #environment #ecofriendly #savetheplanet https://t.co/M5sDKj4pb7",266,0,0,"en",142,339,"https://t.co/PjrRibQpv3","🌏Developing innovative solutions for better environment.
🌱 Working to achieve a pristine planet.
🤝 Make a change",FALSE
"117","RT @SESDOBD: #climatechange #climatecrisis #mangroves #coastal 

@_INPST @GoneSustainable @IPBES @Ecologi_hq @Welthungerhilfe @GlobalGiving…",140,4,0,"und",326,469,NA,"",FALSE
"118","RT @Wildnfree1984: Before the #NewZealand #climateChange idiots get started this is the #HawkesBay Esk Valley flood of 1938.  Learn from hi…",140,38,0,"en",181,214,NA,"Pro freedom, choice and personal responsibility in all aspects of our lives!",FALSE
"119","RT @Gen_Atomic: #memes #meme #nuclearmeme #comedy #funny #climatechange #generationatomic #nuclearpower #nuclearenergy #energy #nuclearpowe…",140,8,0,"und",203,913,NA,"",FALSE
"120","RT @LindseyMcEwen1: @vip_clear ‘Learning to live with fog monsters’ primary book now on  @Barnardos Education Hub. For hardcopy, email vipc…",140,1,0,"en",131,211,"https://t.co/HecyrtiC9Q","Collecting the voices of children in COVID-19 lockdown.  Focusing on risk and resilience, but also looking forward to recovery. Supported by @AHRCpress",FALSE
"121","Misinformation and disinformation are widespread on the issue of climate change and hence authentic and scientific information must be shared. Additionally, children can be potent catalysts for climate change.

#MBA #Spotlight #TOI #ClimateChange #Awarness #Sustainable #SDG",274,0,2,"en",2918,62,"https://t.co/eFlF5rXtb2","The official twitter handle for K J Somaiya Institute of Management",FALSE
"122","@_GlobalCrisis_ It's very sad that they are #Building bunkers for a lot of money, but they won't save the day. We need to build a #CreativeSociety. Then we have a chance for everyone to #survive. 
#bunkers #climate #climatecrisis #climatechange #economy #disasters 
#GlobalCrisis #CreativeSociety",296,0,4,"en",35,82,NA,"Usually people write something clever or funny here. I decided to write what I wrote.",FALSE
"123","RT @indevjobs: Global Justice and E-Waste: Protecting Marginalized Communities
https://t.co/Ajkwmpi4ZZ
#savetheplanet #climatechange #reduc…",140,5,0,"en",9,27,NA,"",FALSE
"124","@vip_clear ‘Learning to live with fog monsters’ primary book now on  @Barnardos Education Hub. For hardcopy, email vipclear@uwe.ac.uk #childrens voices #childsupport #mentalhealth&amp;wellbeing #socialshocks #pandemics #climatechange ⁦@CWCR_UWE⁩  https://t.co/L38bMaIk1b",270,1,0,"en",538,606,"https://t.co/ZBqJqTD0G5","Interests: flood-drought management, sustainable rivers, community resilience, sci com, water education, EfS, learning for resilience. Views are own. @cwcr_uwe",FALSE
"125","RT @GChamberlainAZ: @PeteK_AQ @JunagarhMedia @imperialcollege #PetroleumPapers shows @exxonmobil knew #ClimateChange threatens our future.…",139,2,0,"en",8485,7253,"https://t.co/39CY6hcEyV","Writer for children with environmental/social messages.  Enviro blogger, pacifist. Join the dots, look behind advertising/marketing, read the science #CO2caine",FALSE
"126","So looking forward to this great chance to hear from NSW State election candidates on their plans to protect #health and #mentalhealth from #climatechange including increasing #heatwaves - ⁦@DocsEnvAus⁩ ⁦@NickWillRun⁩ ⁦⁦KimrKimLoo⁩  https://t.co/8e5QrI4uWH",256,3,7,"en",272,242,NA,"Sydney-based Child and Adolescent Psychiatrist, conjoint lecturer UNSW, Drs for the Environment Australia & Australian Medical Assoc. member. Views are my own.",FALSE
"127","Africa holds a wild card in addressing #Biodiversityloss, #Landdegradation &amp; #Climatechange issues. 1/3 of the world’s biodiversity is found in #Africa thus securing nature results in global benefits to humanity. These services are possible because ecosystems have been maintained https://t.co/7QmjEOKz5I",284,0,0,"en",9069,168,"https://t.co/2zVMvJQJlk","📸#Art #Photographer🎬#Cinematography✒️#Writer/🌍#Environmentalist🌎#Greenpeace/🌏#Unicef
❤️#GOD #is #LOVE❤️
#Africa #Documentary 
🎥a dreamer in Africa 🎥",FALSE
"128","you can hear me calling https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ToryBudgetingTips",110,0,0,"en",7733,1393,NA,"#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut",FALSE
"129","RT @Michelleagoh: Having a great time in Nairobi with @ZeynWandati for @earthjournalism 

#EJNGreenRecovery #IndigenousJournalism #Indigeno…",140,7,0,"en",114,1000,NA,"",FALSE
"130","Italy could face another drought after last summer's emergency; Venice canals run dry  https://t.co/qsIuRt5PAI  #Italy  #venice #drought  #climatechange #ClimateCrisis  #CNR",173,0,0,"en",126,244,NA,"",FALSE
"131","RT @patriciakombo: Climate Change and food security.

The image speaks it all.
Crops are drying as a result of continued drought in Kenya .…",140,35,0,"en",1749,4997,NA,"Kölle Alaaf!

https://t.co/Xy0OAbcJEV

https://t.co/cuYR8wPLq5",FALSE
